1,1.1,271.2
2,271.2,304.1
3,304.1,321.3
4,321.3,327.5
5,327.5,351.1
6,351.1,354.1
7,354.1,356.1
8,356.1,357.1
9,357.1,359.1
10,359.1,361.1
11,361.1,363.1
12,363.1,364.3
13,364.3,404.6
14,404.6,439.5
15,439.5,480.1
16,480.1,529.3
17,529.3,654.6
18,655.1,668.6
19,668.6,698.6
20,1.1,100.2
21,100.2,195.3
22,195.3,315.2
23,315.2,363.1
24,363.1,701.6
25,701.6,756.6
26,1.1,62.6
27,63.1,100.6
28,101.1,113.6
29,114.1,116.6
30,117.1,120.1
31,120.1,123.4
32,123.4,146.6
33,147.1,153.1
34,153.1,164.1
35,164.1,342.4
36,342.4,358.6
37,359.1,376.4
38,376.4,405.6
39,406.1,481.6
40,482.1,491.1
41,491.1,497.3
42,497.3,511.3
43,511.3,547.3
44,547.3,569.6
45,570.1,591.4
46,591.4,621.4
47,621.4,636.6
48,637.1,716.1
49,716.1,726.6
50,1.1,267.6
51,268.1,290.2
52,290.2,660.3
53,660.3,716.3
54,716.3,748.6
55,1.1,30.4
56,30.4,186.6
57,188.1,205.6
58,207.1,265.2
59,265.2,300.6
60,302.1,326.2
61,326.2,417.6
62,419.1,499.3
63,499.3,523.1
64,523.1,586.3
65,586.3,723.6
66,1.1,61.2
67,61.2,70.3
68,70.3,253.6
69,255.1,265.6
70,267.1,281.2
71,281.2,319.4
72,319.4,383.1
73,383.1,416.1
74,416.1,432.2
75,432.2,441.2
76,441.2,451.6
77,453.1,469.6
78,471.1,493.6
79,495.1,540.2
80,540.2,560.6
81,562.1,608.6
82,610.1,642.1
83,642.1,671.1
84,671.1,689.6
85,691.1,716.1
86,716.1,740.1
87,741.1,770.6
88,1.1,5.1
89,6.1,71.2
90,71.2,91.6
91,93.1,106.3
92,106.3,262.6
93,264.1,291.2
94,291.2,310.6
95,312.1,333.6
96,335.1,358.3
97,358.3,484.6
98,486.1,508.6
99,510.1,522.2
100,522.2,571.6
101,573.1,597.3
102,597.3,623.6
103,625.1,640.6
104,1.1,235.2
105,235.2,251.1
106,251.1,258.1
107,258.1,265.1
108,265.1,270.1
109,270.1,276.1
110,276.1,278.1
111,278.1,296.1
112,296.1,320.1
113,320.1,339.1
114,339.1,360.1
115,360.1,363.1
116,363.1,368.6
117,370.1,381.6
118,383.1,400.2
119,400.2,413.3
120,413.3,420.3
121,420.3,436.1
122,436.1,447.1
123,447.1,468.1
124,468.1,473.1
125,473.1,475.1
126,475.1,480.1
127,480.1,491.1
128,491.1,494.1
129,494.1,495.1
130,495.1,498.1
131,498.1,497.6
132,499.1,534.1
133,534.1,540.1
134,540.1,53.6
135,543.1,564.3
136,564.3,627.3
137,627.3,695.6
138,697.1,728.1
139,728.1,743.1
140,743.1,758.6
141,1.1,26.1
142,27.1,71.4
143,71.4,103.1
144,103.1,135.3
145,135.3,143.3
146,143.3,160.1
147,160.1,208.2
148,208.2,245.6
149,247.1,267.5
150,267.5,302.1
151,302.1,323.6
152,325.1,361.1
153,361.1,385.2
154,385.2,407.6
155,409.1,415.1
156,416.1,425.6
157,425.6,441.6
158,443.1,480.1
159,480.1,582.1
160,0.1,0.6
161,1.1,571.6
162,573.1,760.6
163,1.1,101.2
164,101.2,213.1
165,213.1,261.1
166,261.1,315.1
167,315.1,347.1
168,347.1,383.1
169,383.1,417.6
170,419.1,447.2
171,447.2,457.6
172,459.1,494.6
173,496.1,533.2
174,533.2,685.1
175,685.1,726.6
176,1.1,68.3
177,68.3,93.6
178,95.1,143.1
179,144.1,181.3
180,181.3,199.1
181,199.1,251.1
182,252.1,328.6
183,330.1,356.3
184,356.3,389.1
185,389.1,521.1
186,521.1,678.2
187,678.2,790.6
188,1.1,95.2
189,95.2,187.1
190,188.1,260.6
191,262.1,325.1
192,325.1,520.1
193,521.1,814.6
194,1.1,130.4
195,130.4,136.3
196,136.3,141.1
197,141.1,184.6
198,186.1,312.6
199,314.1,372.1
200,372.1,559.1
201,559.1,734.1
202,734.1,764.6
203,1.1,73.3
204,73.3,359.3
205,359.3,559.1
206,559.1,710.6
207,1.1,214.1
208,214.1,353.6
209,355.1,573.6
210,575.1,674.1
211,674.1,710.6
212,1.1,99.6
213,101.1,147.1
214,147.1,153.6
215,155.1,176.1
216,177.1,221.1
217,221.1,253.3
218,253.3,315.1
219,316.1,385.1
220,386.1,418.1
221,418.1,431.1
222,432.1,440.1
223,441.1,455.1
224,455.1,479.1
225,480.1,539.1
226,540.1,553.6
227,555.1,589.1
228,589.1,732.6
229,1.1,220.5
230,220.5,268.1
231,268.1,316.6
232,318.1,360.6
233,362.1,403.6
234,405.1,447.2
235,447.2,496.1
236,496.1,537.6
237,539.1,571.6
238,573.1,629.1
239,630.1,672.3
240,672.3,832.6
241,1.1,205.2
242,205.2,404.2
243,404.2,691.3
244,691.3,700.6
245,1.1,290.1
246,290.1,363.6
247,365.1,375.6
248,377.1,414.2
249,414.2,533.6
250,535.1,631.2
251,631.2,784.6
252,1.1,108.6
253,110.1,135.6
254,137.1,146.1
255,146.1,158.6
256,160.1,202.6
257,204.1,251.6
258,253.1,309.6
259,311.1,320.6
260,321.1,326.2
261,326.2,435.6
262,437.1,448.6
263,450.1,466.1
264,467.1,506.3
265,506.3,539.2
266,539.2,560.6
267,562.1,588.2
268,588.2,613.6
269,615.1,628.3
270,628.3,643.1
271,643.1,654.1
272,654.1,658.2
273,658.2,667.1
274,667.1,686.1
275,686.1,700.6
276,1.1,351.1
277,351.1,546.3
278,546.3,579.3
279,579.3,613.4
280,613.4,651.1
281,651.1,694.6
282,696.1,806.6
283,1.1,191.4
284,191.4,253.6
285,255.1,367.6
286,369.1,380.6
287,382.1,431.4
288,431.4,465.1
289,465.1,483.6
290,485.1,494.6
291,496.1,535.1
292,535.1,580.1
293,580.1,602.6
294,1.1,644.6
295,644.6,756.6
296,1.1,90.5
297,90.5,156.5
298,156.5,215.2
299,215.2,220.3
300,220.3,277.6
301,277.6,321.3
302,321.3,374.1
303,374.1,417.2
304,417.2,495.6
305,497.1,593.1
306,593.1,609.6
307,611.1,664.1
308,664.1,708.6
309,708.6,754.6
310,1.1,43.2
311,43.2,132.4
312,132.4,230.1
313,230.1,496.3
314,496.3,534.3
315,534.3,612.1
316,612.1,643.1
317,644.1,663.1
318,663.1,768.6
319,1.1,38.1
320,38.1,45.1
321,45.1,52.2
322,52.2,57.1
323,57.1,60.6
324,62.1,66.6
325,66.6,73.6
326,73.6,78.3
327,78.3,82.6
328,84.1,89.6
329,91.1,100.5
330,100.5,107.4
331,107.4,175.5
332,175.5,215.5
333,215.5,243.5
334,243.5,450.5
335,450.5,459.5
336,459.5,471.6
337,471.6,493.6
338,493.6,497.4
339,497.4,500.4
340,500.4,536.2
341,536.2,545.1
342,545.1,634.6
343,1.1,233.3
344,233.3,423.1
345,424.1,464.3
346,464.3,496.4
347,496.4,514.2
348,514.2,539.1
349,539.1,606.6
350,1.1,182.1
351,182.1,211.6
352,211.6,260.4
353,260.4,466.2
354,466.2,503.1
355,503.1,507.3
356,507.3,552.3
357,552.3,634.4
358,634.4,654.2
359,654.2,676.6
360,1.1,74.1
361,74.1,89.6
362,89.6,118.1
363,118.1,206.6
364,206.6,322.1
365,322.1,443.1
366,444.1,465.2
367,465.2,506.1
368,506.1,521.1
369,521.1,535.3
370,536.3,556.1
371,556.1,569.3
372,569.3,601.5
373,601.5,618.6
374,618.6,633.4
375,633.4,654.1
376,654.1,668.5
377,668.5,725.1
378,725.1,768.6
379,1.1,59.2
380,59.2,101.2
381,101.2,117.3
382,117.3,197.4
383,197.4,217.2
384,217.2,235.6
385,235.6,267.5
386,267.5,352.5
387,352.5,418.2
388,418.2,431.6
389,433.1,461.2
390,461.2,698.1
391,798.1,706.6
392,1.1,86.6
393,86.6,183.6
394,183.6,195.6
395,195.6,200.6
396,206.1,250.6
397,250.6,253.6
398,253.6,256.6
399,256.6,258.6
400,258.6,368.6
401,269.1,284.6
402,284.6,300.6
403,301.1,343.6
404,343.6,354.6
405,354.6,359.6
406,359.6,412.6
407,412.6,665.6
408,665.6,672.6
409,1.1,78.1
410,78.1,102.1
411,103.1,103.1
412,103.1,105.2
413,105.2,104.6
414,106.1,131.3
415,201.3,256.1
416,256.1,279.6
417,281.1,301.6
418,303.1,344.6
419,346.1,355.5
420,355.5,408.5
421,408.5,455.1
422,455.1,504.1
423,504.1,560.1
424,560.1,624.6
425,1.1,62.5
426,62.5,63.1
427,63.1,67.1
428,67.1,72.6
429,74.1,75.1
430,75.1,78.1
431,70.1,79.1
432,79.1,79.1
433,81.1,175.1
434,175.1,182.1
435,183.1,213.6
436,214.1,251.6
437,253.1,285.2
438,285.2,326.5
439,326.5,349.2
440,349.2,497.2
441,497.2,501.2
442,501.2,504.5
443,504.5,506.6
444,506.6,510.1
445,510.1,550.3
446,550.3,570.6
447,570.6,601.3
448,601.3,650.4
449,650.4,689.1
450,689.1,695.1
451,695.1,706.6
452,1.1,50.1
453,50.1,58.1
454,58.1,64.1
455,64.1,70.1
456,70.1,76.6
457,76.6,94.6
458,96.1,118.2
459,118.2,300.6
460,302.1,356.1
461,357.1,388.1
462,389.1,404.6
463,406.1,487.1
464,487.1,491.5
465,491.5,494.2
466,494.2,508.1
467,509.1,541.6
468,543.1,551.1
469,551.1,617.4
470,617.4,643.3
471,643.3,648.1
472,648.1,669.1
473,667.1,690.6
474,1.1,29.6
475,30.1,178.6
476,179.1,343.6
477,343.6,362.6
478,363.1,410.6
479,411.1,449.6
480,451.1,466.6
481,466.6,469.6
482,469.6,471.6
483,472.1,474.6
484,474.6,477.6
485,477.6,480.6
486,480.6,485.6
487,485.6,486.6
488,486.6,488.6
489,489.1,491.6
490,491.6,507.6
491,507.6,516.6
492,516.6,518.6
493,518.6,519.6
494,520.1,520.6
495,520.6,522.6
496,522.6,543.6
497,543.6,716.6
498,1.1,30.4
499,30.4,43.1
500,43.1,53.5
501,53.5,76.2
502,76.2,90.1
503,90.1,93.4
504,93.4,99.5
505,99.5,110.4
506,110.4,123.2
507,123.2,129.1
508,129.1,132.3
509,212.3,257.3
510,257.3,291.5
511,291.5,317.4
512,317.4,332.1
513,332.1,348.6
514,350.1,366.2
515,366.2,376.1
516,376.1,381.6
517,383.1,389.2
518,389.2,393.6
519,395.1,405.4
520,405.4,423.4
521,423.4,426.6
522,428.1,449.1
523,449.1,457.6
524,459.1,471.6
525,473.1,496.4
526,496.4,499.6
527,501.1,509.1
528,510.1,519.3
529,519.3,531.1
530,532.1,539.1
531,539.1,550.1
532,551.1,559.1
533,559.1,560.1
534,560.1,563.1
535,563.1,564.1
536,564.1,566.1
537,566.1,570.1
538,570.1,578.1
539,578.1,587.1
540,587.1,593.1
541,593.1,612.2
542,612.2,618.6
543,620.1,677.1
544,677.1,688.4
545,688.4,699.4
546,699.4,708.6
547,1.1,5.6
548,7.1,50.1
549,50.1,63.4
550,63.4,8.4
551,83.4,88.6
552,90.1,97.6
553,99.1,112.6
554,114.1,129.6
555,131.1,135.4
556,161.4,170.3
557,170.3,173.4
558,173.4,190.6
559,192.1,202.6
560,204.1,206.6
561,208.1,216.2
562,216.2,227.6
563,250.1,261.1
564,263.1,354.3
565,354.3,481.4
566,481.4,611.4
567,611.4,702.1
568,703.1,703.6
569,705.1,706.2
570,706.2,707.2
571,707.2,708.3
572,708.3,709.2
573,710.2,709.6
574,711.1,712.1
575,712.1,715.6
576,1.1,6.6
577,7.1,9.6
578,10.1,11.6
579,11.6,12.6
580,12.6,13.6
581,13.6,14.6
582,15.1,17.6
583,17.6,20.6
584,20.6,22.6
585,23.1,23.6
586,24.1,24.6
587,25.1,26.6
588,26.6,27.6
589,27.6,50.6
590,50.6,65.6
591,66.1,67.6
592,68.1,73.6
593,74.1,82.6
594,83.1,198.6
595,199.1,237.6
596,238.1,265.6
597,266.1,289.6
598,289.6,304.6
599,305.1,326.6
600,326.6,331.6
601,331.6,351.6
602,351.6,366.6
603,367.1,411.6
604,411.6,421.6
605,421.6,498.6
606,498.6,579.6
607,581.1,589.6
608,589.6,590.6
609,590.6,620.6
610,620.6,638.6
611,639.1,790.6
612,1.1,122.6
613,123.1,155.6
614,155.6,193.6
615,194.1,427.6
616,428.1,561.6
617,562.1,619.6
618,620.1,623.6
619,623.6,631.6
620,632.1,661.6
621,662.1,688.6
622,688.6,736.6
623,736.6,758.6
624,1.1,115.6
625,116.1,154.6
626,155.1,173.6
627,173.6,181.6
628,182.1,186.6
629,187.1,191.6
630,192.1,205.6
631,205.6,230.6
632,230.6,243.6
633,243.6,258.6
634,258.6,286.6
635,286.6,300.6
636,300.6,311.6
637,311.6,834.6
638,1.1,509.3
639,509.3,552.4
640,552.4,560.6
641,562.1,588.3
642,588.3,594.6
643,596.1,608.4
644,608.4,676.3
645,676.3,704.3
646,704.3,725.4
647,725.4,737.6
648,739.1,748.6
649,1.1,40.6
650,41.1,68.6
651,68.6,82.6
652,83.1,101.6
653,102.1,117.6
654,117.6,157.6
655,157.6,166.6
656,167.1,174.6
657,174.6,254.6
658,254.6,265.6
659,266.1,273.6
660,274.1,394.6
661,394.6,400.6
662,400.6,409.6
663,410.1,438.6
664,438.6,455.6
665,456.1,462.6
666,463.1,476.6
667,476.6,485.6
668,485.6,496.6
669,496.6,512.6
670,513.1,521.6
671,522.1,586.6
672,586.6,644.6
673,644.6,684.6
674,684.6,696.6
675,697.1,717.6
676,718.1,742.6
677,1.1,29.3
678,29.3,49.2
679,49.2,55.3
680,55.3,64.3
681,64.3,80.1
682,80.1,92.1
683,92.1,102.1
684,102.1,112.6
685,114.1,172.4
686,172.4,254.2
687,229.2,254.2
688,254.2,265.1
689,265.1,299.4
690,299.4,392.1
691,392.1,429.5
692,429.5,439.1
693,439.1,456.1
694,456.1,627.6
695,629.1,668.1
696,668.1,699.6
697,701.1,766.6
698,1.1,7.6
699,7.6,27.6
700,27.6,41.6
701,41.6,45.6
702,46.1,56.6
703,56.6,68.6
704,69.1,112.6
705,113.1,128.6
706,128.6,147.6
707,147.6,168.6
708,168.6,196.6
709,196.6,220.6
710,221.1,235.6
711,235.6,245.6
712,246.1,247.6
713,248.1,252.6
714,253.1,277.6
715,278.1,299.6
716,300.1,652.6
717,652.6,685.6
718,685.6,691.6
719,691.6,697.6
720,697.6,725.6
721,726.1,750.6
722,1.1,11.3
723,11.3,43.1
724,43.1,72.1
725,72.1,117.1
726,118.1,176.1
727,177.1,191.1
728,191.1,195.6
729,196.1,212.1
730,212.1,223.1
731,223.1,245.1
732,335.1,245.4
733,245.4,535.1
734,535.1,851.6
735,1.1,8.1
736,8.1,83.2
737,83.2,109.2
738,109.2,146.1
739,146.1,173387.4
740,173.4,224.4
741,224.4,274.3
742,274.3,304.6
743,306.1,316.4
744,316.4,414.6
745,416.1,645.6
746,647.1,682.1
747,682.1,710.6
748,712.1,730.6
749,1.1,42.4
750,42.4,94.6
751,96.1,115.6
752,117.1,133.2
753,133.2,162.4
754,162.4,172.4
755,172.4,215.6
756,217.1,265.4
757,265.4,288.2
758,288.2,304.2
759,304.2,309.2
760,309.2,318.3
761,318.3,325.1
762,325.1,330.6
763,332.1,333.6
764,335.1,343.1
765,343.1,351.5
766,351.5,358.6
767,359.1,385.6
768,387.1,441.2
769,441.2,450.6
770,452.1,567.6
771,569.1,612.6
772,614.1,648.6
773,650.1,675.1
774,675.1,678.6
775,680.1,693.2
776,693.2,707.6
777,709.1,714.1
778,714.1,725.1
779,735.1,730.6
780,1.1,9.6
781,11.1,24.2
782,24.2,52.5
783,52.5,82.3
784,82.3,95.3
785,95.3,137.4
786,137.4,142.4
787,142.4,147.6
788,149.1,171.6
789,173.1,178.4
790,178.4,322.1
791,323.1,396.6
792,398.1,419.4
793,419.4,434.6
794,436.1,445.6
795,467.1,474.2
796,474.2,489.3
797,489.3,491.6
798,493.1,508.3
799,508.3,529.2
800,529.2,632.6
801,634.1,659.4
802,659.4,684.1
803,684.1,694.6
804,696.1,697.6
805,699.1,704.4
806,704.4,710.6
807,712.1,715.4
808,715.4,722.6
809,724.1,727.1
810,727.1,732.6
811,1.1,6.6
812,7.1,21.6
813,21.6,45.6
814,45.6,51.6
815,51.6,55.6
816,56.1,61.6
817,62.1,64.6
818,64.6,69.6
819,70.1,85.6
820,85.6,111.6
821,111.6,120.6
822,121.1,127.6
823,128.1,134.6
824,134.6,148.6
825,148.6,157.6
826,157.6,181.6
827,182.1,193.6
828,192.1,205.6
829,206.1,221.6
830,221.6,228.6
831,229.1,254.6
832,254.6,304.6
833,304.6,316.6
834,317.1,327.6
835,327.6,330.6
836,331.1,341.6
837,341.6,344.6
838,345.1,356.6
839,357.1,364.6
840,365.1,379.6
841,380.1,388.6
842,388.6,391.6
843,391.6,415.6
844,416.1,422.6
845,422.6,446.6
846,447.1,485.6
847,485.6,526.6
848,527.1,589.6
849,589.6,592.6
850,593.1,598.6
851,598.6,610.6
852,611.1,619.6
853,619.6,627.6
854,627.6,659.6
855,659.6,676.6
856,677.1,696.6
857,1.1,19.3
858,19.3,88.6
859,90.1,93.2
860,93.2,97.2
861,97.2,104.1
862,104.1,111.4
863,111.4,115.6
864,117.1,120.3
865,120.3,131.6
866,133.1,141.2
867,141.2,146.3
868,146.3,151.2
869,151.2,155.4
870,155.4,160.4
871,160.4,168.1
872,168.1,176.6
873,178.1,183.3
874,183.3,197.1
875,197.1,261.1
876,262.1,353.2
877,353.2,407.1
878,407.1,447.4
879,447.4,460.1
880,461.1,473.4
881,473.4,488.6
882,490.1,570.4
883,570.4,581.6
884,583.1,601.3
885,601.3,624.4
886,624.4,631.1
887,631.1,631.6
888,633.1,655.3
889,655.3,665.2
890,665.2,678.1
891,678.1,687.2
892,687.2,709.6
893,711.1,731.6
894,1.1,23.6
895,25.1,34.4
896,34.4,47.6
897,49.1,56.2
898,56.2,74.6
899,76.1,82.6
900,84.1,125.1
901,125.1,138.6
902,140.1,151.1
903,152.1,161.3
904,161.3,176.2
905,176.2,246.4
906,246.4,264.1
907,0.1,306.6
908,307.1,368.6
909,370.1,408.6
910,410.1,442.6
911,444.1,461.6
912,463.1,467.6
913,469.1,546.6
914,547.1,766.6
915,1.1,29.1
916,30.1,144.1
917,144.1,158.6
918,160.1,166.6
919,168.1,191.6
920,193.1,205.6
921,207.1,216.6
922,218.1,228.3
923,228.3,234.6
924,236.1,364.6
925,366.1,382.1
926,382.1,469.2
927,469.2,495.6
928,497.1,528.6
929,1.1,40.1
930,41.1,43.1
931,44.1,45.1
932,46.1,48.2
933,48.2,59.1
934,59.1,67.1
935,67.1,75.6
936,76.1,106.5
937,106.5,156.1
938,156.1,163.1
939,163.1,172.5
940,172.5,181.1
941,181.1,190.2
942,190.2,195.4
943,195.4,240.3
944,240.3,254.1
945,255.1,268.2
946,268.2,293.1
947,294.1,300.3
948,300.3,307.6
